Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US
08/30/2021,Sex_known,204640323,99.9,99.1,175630021,,,99.9,99.2
08/30/2021,Race_eth_NHNHOPI,409515,0.3,0.2,354930,44.1,38.2,0.3,0.2
08/30/2021,Race_eth_NHWhite,83639339,58.5,40.5,76637789,42.4,38.8,59.7,43.3
08/30/2021,Race_eth_NHAIAN,1283253,0.9,0.6,1086875,52.7,44.6,0.8,0.6
08/30/2021,US,206570903,,99.9,177043681,62.2,53.3,,99.9
08/30/2021,Sex_unknown,1930580,0.9,0.9,1413660,,,0.8,0.8
08/30/2021,Sex_Male,96957272,47.4,46.9,82984543,59.3,50.8,47.2,46.9
08/29/2021,Ages_12-17_yrs,13331169,6.5,6.5,10235437,52.7,40.4,5.8,5.8
08/29/2021,Race_eth_NHMult_Oth,7974652,5.6,3.9,6845048,99.9,93.2,5.3,3.9
08/29/2021,Race_eth_unknown,63377384,44.4,30.7,48483228,,,37.8,27.5
08/29/2021,Race_eth_Hispanic,26884537,18.8,13,22996860,42.2,36.1,17.9,13
08/29/2021,Ages_65-74_yrs,30026623,14.6,14.6,26828994,94.2,84.1,15.2,15.2
08/29/2021,Race_eth_NHAsian,8623853,6,4.2,8218583,45.4,43.3,6.4,4.7
08/29/2021,Ages_5-11_yrs,199763,0.1,0.1,126783,0.7,0.4,0.1,0.1
08/29/2021,Race_eth_NHWhite,83492792,58.5,40.5,76486336,42.3,38.8,59.7,43.3
08/29/2021,Race_eth_known,142775606,99.9,69.3,128136041,,,99.9,72.5
08/29/2021,Ages_50-64_yrs,51269593,24.9,24.9,45116280,80.5,70.9,25.5,25.5
08/29/2021,Race_eth_NHNHOPI,407969,0.3,0.2,353428,43.9,38.1,0.3,0.2
08/29/2021,Sex_Female,107474509,52.6,52.1,92434891,63.8,54.8,52.8,52.3
08/29/2021,Ages_16-17_yrs,4883139,2.4,2.4,3923039,58.2,46.8,2.2,2.2
08/29/2021,Ages_40-49_yrs,29537684,14.3,14.3,25285756,72.4,62,14.3,14.3
08/29/2021,Age_unknown,21817,0,0,5170,,,0,0
08/29/2021,Sex_unknown,1928196,0.9,0.9,1412067,,,0.8,0.8
08/29/2021,Ages_18-24_yrs,18239510,8.8,8.8,14798112,59.6,48.4,8.4,8.4
08/29/2021,Ages_<5yrs,6991,0,0,2522,0,0,0,0
08/29/2021,Race_eth_NHBlack,14111553,9.9,6.8,12152008,34.2,29.5,9.5,6.9
08/29/2021,Age_known,206131178,99.9,99.9,176614104,,,99.9,99.9
08/29/2021,Ages_75+_yrs,20409594,9.9,9.9,18262369,89.1,79.7,10.3,10.3
08/29/2021,Sex_Male,96750290,47.4,46.9,82772316,59.2,50.6,47.2,46.9
08/29/2021,US,206152995,,99.9,176619274,62.1,53.2,,99.9
08/29/2021,Ages_12-15_yrs,8448030,4.1,4.1,6312398,49.9,37.3,3.6,3.6
08/29/2021,Ages_25-39_yrs,43106390,20.9,20.9,35956794,63,52.6,20.4,20.4
08/29/2021,Race_eth_NHAIAN,1280250,0.9,0.6,1083778,52.6,44.5,0.8,0.6
08/29/2021,Sex_known,204224799,99.9,99.1,175207207,,,99.9,99.2
08/29/2021,Ages_<12yrs,210615,0.1,0.1,130362,0.4,0.3,0.1,0.1
08/28/2021,Ages_<12yrs,210583,0.1,0.1,130342,0.4,0.3,0.1,0.1
08/28/2021,Sex_Female,107381331,52.6,52.1,92337502,63.7,54.8,52.8,52.3
08/28/2021,Ages_<5yrs,6991,0,0,2522,0,0,0,0
08/28/2021,Race_eth_known,142633657,99.9,69.3,127972911,,,99.9,72.5
08/28/2021,Sex_unknown,1927391,0.9,0.9,1411718,,,0.8,0.8
08/28/2021,Age_known,205937254,99.9,99.9,176411325,,,99.9,99.9
08/28/2021,Sex_Male,96650346,47.4,46.9,82667274,59.1,50.6,47.2,46.9
08/28/2021,Ages_5-11_yrs,199732,0.1,0.1,126763,0.7,0.4,0.1,0.1
08/28/2021,Race_eth_NHMult_Oth,7966890,5.6,3.9,6833954,99.9,93.1,5.3,3.9
08/28/2021,Race_eth_NHNHOPI,407506,0.3,0.2,353011,43.9,38,0.3,0.2
08/28/2021,Ages_12-17_yrs,13296770,6.5,6.5,10190141,52.5,40.3,5.8,5.8
08/28/2021,Race_eth_unknown,63325406,44.4,30.7,48443578,,,37.9,27.5
08/28/2021,Ages_50-64_yrs,51238815,24.9,24.9,45082285,80.5,70.8,25.6,25.6
08/28/2021,Ages_25-39_yrs,43048588,20.9,20.9,35901608,62.9,52.5,20.4,20.4
08/28/2021,Race_eth_NHBlack,14091969,9.9,6.8,12129190,34.2,29.4,9.5,6.9
08/28/2021,Race_eth_NHAsian,8618323,6,4.2,8211524,45.4,43.2,6.4,4.7
08/28/2021,US,205959068,,99.9,176416494,62,53.1,,99.9
08/28/2021,Ages_75+_yrs,20405267,9.9,9.9,18259317,89.1,79.7,10.4,10.4
08/28/2021,Race_eth_NHWhite,83429958,58.5,40.5,76417900,42.3,38.7,59.7,43.3
08/28/2021,Race_eth_Hispanic,26839463,18.8,13,22944184,42.1,36,17.9,13
08/28/2021,Sex_known,204031677,99.9,99.1,175004776,,,99.9,99.2
08/28/2021,Ages_18-24_yrs,18210699,8.8,8.8,14772623,59.5,48.3,8.4,8.4
08/28/2021,Race_eth_NHAIAN,1279548,0.9,0.6,1083148,52.5,44.5,0.8,0.6
08/28/2021,Ages_65-74_yrs,30018508,14.6,14.6,26821636,94.1,84.1,15.2,15.2
08/28/2021,Ages_16-17_yrs,4872587,2.4,2.4,3909863,58.1,46.6,2.2,2.2
08/28/2021,Ages_40-49_yrs,29508024,14.3,14.3,25253373,72.3,61.9,14.3,14.3
08/28/2021,Ages_12-15_yrs,8424183,4.1,4.1,6280278,49.8,37.1,3.6,3.6
08/28/2021,Age_unknown,21814,0,0,5169,,,0,0
08/27/2021,Ages_75+_yrs,20397952,9.9,9.9,18253159,89.1,79.7,10.4,10.4
08/27/2021,Ages_25-39_yrs,42960391,20.9,20.9,35818778,62.8,52.4,20.3,20.3
08/27/2021,Age_unknown,21805,0,0,5169,,,0,0
08/27/2021,US,205638958,,99.9,176080213,61.9,53,,99.9
08/27/2021,Ages_40-49_yrs,29459742,14.3,14.3,25201397,72.2,61.8,14.3,14.3
08/27/2021,Race_eth_NHBlack,14058272,9.9,6.8,12090415,34.1,29.3,9.5,6.9
08/27/2021,Race_eth_NHWhite,83328105,58.5,40.5,76305512,42.2,38.7,59.8,43.3
08/27/2021,Ages_5-11_yrs,199639,0.1,0.1,126719,0.7,0.4,0.1,0.1
08/27/2021,Race_eth_known,142397895,99.9,69.2,127702971,,,99.9,72.5
08/27/2021,Ages_16-17_yrs,4854146,2.4,2.4,3887509,57.9,46.3,2.2,2.2
08/27/2021,Sex_Female,107224082,52.6,52.1,92172722,63.6,54.7,52.8,52.3
08/27/2021,Race_eth_Hispanic,26763745,18.8,13,22857050,42,35.9,17.9,13
08/27/2021,Ages_65-74_yrs,30004221,14.6,14.6,26808085,94.1,84.1,15.2,15.2
08/27/2021,Ages_18-24_yrs,18167756,8.8,8.8,14733691,59.4,48.2,8.4,8.4
08/27/2021,Ages_12-15_yrs,8376970,4.1,4.1,6220305,49.5,36.8,3.5,3.5
08/27/2021,Ages_50-64_yrs,51185489,24.9,24.9,45021828,80.4,70.7,25.6,25.6
08/27/2021,Race_eth_NHNHOPI,406675,0.3,0.2,352103,43.8,37.9,0.3,0.2
08/27/2021,Ages_<5yrs,6989,0,0,2517,0,0,0,0
08/27/2021,Race_eth_unknown,63241058,44.4,30.8,48377237,,,37.9,27.5
08/27/2021,Race_eth_NHAsian,8609501,6,4.2,8200344,45.3,43.2,6.4,4.7
08/27/2021,Age_known,205617153,99.9,99.9,176075044,,,99.9,99.9
08/27/2021,Race_eth_NHAIAN,1278464,0.9,0.6,1082043,52.5,44.4,0.8,0.6
08/27/2021,Sex_unknown,1925958,0.9,0.9,1410999,,,0.8,0.8
08/27/2021,Ages_12-17_yrs,13231116,6.4,6.4,10107814,52.3,39.9,5.7,5.7
08/27/2021,Sex_Male,96488918,47.4,46.9,82496492,59,50.5,47.2,46.9
08/27/2021,Sex_known,203713000,99.9,99.1,174669214,,,99.9,99.2
08/27/2021,Race_eth_NHMult_Oth,7953133,5.6,3.9,6815504,99.9,92.8,5.3,3.9
08/27/2021,Ages_<12yrs,210486,0.1,0.1,130292,0.4,0.3,0.1,0.1
08/26/2021,Race_eth_Hispanic,26658480,18.8,13,22742178,41.8,35.7,17.9,13
08/26/2021,Sex_unknown,1922031,0.9,0.9,1408642,,,0.8,0.8
08/26/2021,Race_eth_known,142000097,99.9,69.2,127276538,,,99.9,72.5
08/26/2021,Ages_25-39_yrs,42803979,20.9,20.9,35681796,62.6,52.2,20.3,20.3
08/26/2021,Age_unknown,21753,0,0,5159,,,0,0
08/26/2021,Sex_Female,106949407,52.6,52.1,91897821,63.5,54.5,52.8,52.3
08/26/2021,Ages_16-17_yrs,4832381,2.4,2.4,3860894,57.6,46,2.2,2.2
08/26/2021,Age_known,205080932,99.9,99.9,175543268,,,99.9,99.9
08/26/2021,Race_eth_NHAIAN,1274286,0.9,0.6,1078122,52.3,44.3,0.8,0.6
08/26/2021,US,205102685,,99.9,175548427,61.8,52.9,,99.9
08/26/2021,Race_eth_NHBlack,14004663,9.9,6.8,12031760,34,29.2,9.5,6.9
08/26/2021,Race_eth_NHAsian,8596929,6.1,4.2,8184918,45.3,43.1,6.4,4.7
08/26/2021,Sex_known,203180654,99.9,99.1,174139785,,,99.9,99.2
08/26/2021,Ages_75+_yrs,20382256,9.9,9.9,18239925,89,79.6,10.4,10.4
08/26/2021,Ages_5-11_yrs,199472,0.1,0.1,126634,0.7,0.4,0.1,0.1
08/26/2021,Ages_<5yrs,6980,0,0,2513,0,0,0,0
08/26/2021,Sex_Male,96231247,47.4,46.9,82241964,58.9,50.3,47.2,46.8
08/26/2021,Ages_65-74_yrs,29975112,14.6,14.6,26780632,94,84,15.3,15.3
08/26/2021,Ages_12-17_yrs,13150577,6.4,6.4,10000396,52,39.5,5.7,5.7
08/26/2021,Race_eth_NHWhite,83130131,58.5,40.5,76101358,42.1,38.6,59.8,43.4
08/26/2021,Ages_18-24_yrs,18092181,8.8,8.8,14672476,59.2,48,8.4,8.4
08/26/2021,Ages_50-64_yrs,51089127,24.9,24.9,44919811,80.3,70.6,25.6,25.6
08/26/2021,Ages_<12yrs,210295,0.1,0.1,130201,0.4,0.3,0.1,0.1
08/26/2021,Race_eth_unknown,63102583,44.4,30.8,48271884,,,37.9,27.5
08/26/2021,Race_eth_NHNHOPI,405307,0.3,0.2,350678,43.6,37.8,0.3,0.2
08/26/2021,Ages_12-15_yrs,8318196,4.1,4.1,6139502,49.2,36.3,3.5,3.5
08/26/2021,Ages_40-49_yrs,29377405,14.3,14.3,25118031,72,61.6,14.3,14.3
08/26/2021,Race_eth_NHMult_Oth,7930301,5.6,3.9,6787524,99.9,92.4,5.3,3.9
08/25/2021,Race_eth_NHBlack,13950679,9.8,6.8,11977385,33.8,29.1,9.4,6.8
08/25/2021,Ages_12-17_yrs,13086689,6.4,6.4,9921697,51.7,39.2,5.7,5.7
08/25/2021,Age_unknown,21729,0,0,5147,,,0,0
08/25/2021,Ages_65-74_yrs,29946327,14.6,14.6,26755432,93.9,83.9,15.3,15.3
08/25/2021,Ages_50-64_yrs,51003394,24.9,24.9,44838923,80.1,70.4,25.6,25.6
08/25/2021,Ages_<12yrs,210136,0.1,0.1,130167,0.4,0.3,0.1,0.1
08/25/2021,Race_eth_known,141645357,99.9,69.2,126933692,,,99.9,72.5
08/25/2021,Race_eth_unknown,62979640,44.5,30.8,48188406,,,38,27.5
08/25/2021,Race_eth_NHAsian,8586503,6.1,4.2,8173502,45.2,43,6.4,4.7
08/25/2021,Race_eth_NHWhite,82957556,58.6,40.5,75943969,42,38.5,59.8,43.4
08/25/2021,Ages_40-49_yrs,29304611,14.3,14.3,25052819,71.8,61.4,14.3,14.3
08/25/2021,Sex_unknown,1918465,0.9,0.9,1406440,,,0.8,0.8
08/25/2021,Ages_12-15_yrs,8273074,4,4,6082362,48.9,36,3.5,3.5
08/25/2021,Ages_16-17_yrs,4813615,2.4,2.4,3839335,57.4,45.8,2.2,2.2
08/25/2021,Sex_Female,106706697,52.6,52.1,91681650,63.3,54.4,52.8,52.4
08/25/2021,Ages_75+_yrs,20365875,10,10,18226720,88.9,79.6,10.4,10.4
08/25/2021,Ages_25-39_yrs,42662905,20.9,20.8,35570957,62.4,52,20.3,20.3
08/25/2021,US,204625002,,99.9,175122103,61.6,52.7,,99.9
08/25/2021,Race_eth_NHAIAN,1270401,0.9,0.6,1074766,52.2,44.1,0.8,0.6
08/25/2021,Ages_<5yrs,6960,0,0,2511,0,0,0,0
08/25/2021,Ages_18-24_yrs,18023336,8.8,8.8,14620241,58.9,47.8,8.3,8.3
08/25/2021,Race_eth_NHMult_Oth,7910525,5.6,3.9,6765770,99.9,92.2,5.3,3.9
08/25/2021,Race_eth_NHNHOPI,404053,0.3,0.2,349617,43.5,37.6,0.3,0.2
08/25/2021,Sex_known,202706537,99.9,99.1,173715663,,,99.9,99.2
08/25/2021,Age_known,204603273,99.9,99.9,175116956,,,99.9,99.9
08/25/2021,Sex_Male,95999840,47.4,46.9,82034013,58.7,50.2,47.2,46.8
08/25/2021,Ages_5-11_yrs,199345,0.1,0.1,126602,0.7,0.4,0.1,0.1
08/25/2021,Race_eth_Hispanic,26565640,18.8,13,22648683,41.7,35.5,17.8,12.9
08/24/2021,Race_eth_Hispanic,26473774,18.7,13,22558170,41.5,35.4,17.8,12.9
08/24/2021,Ages_12-15_yrs,8228150,4,4,6024880,48.6,35.6,3.4,3.4
08/24/2021,Ages_5-11_yrs,199259,0.1,0.1,126565,0.7,0.4,0.1,0.1
08/24/2021,Sex_unknown,1915308,0.9,0.9,1404355,,,0.8,0.8
08/24/2021,Ages_18-24_yrs,17955551,8.8,8.8,14568916,58.7,47.6,8.3,8.3
08/24/2021,Race_eth_NHWhite,82787141,58.6,40.6,75790006,42,38.4,59.9,43.4
08/24/2021,Ages_65-74_yrs,29918393,14.7,14.7,26731047,93.8,83.8,15.3,15.3
08/24/2021,Race_eth_known,141293910,99.9,69.2,126597819,,,99.9,72.5
08/24/2021,Ages_<5yrs,6952,0,0,2509,0,0,0,0
08/24/2021,Ages_25-39_yrs,42523897,20.8,20.8,35462221,62.2,51.9,20.3,20.3
08/24/2021,Race_eth_NHAsian,8575623,6.1,4.2,8161861,45.1,43,6.4,4.7
08/24/2021,Ages_50-64_yrs,50919618,24.9,24.9,44761920,80,70.3,25.6,25.6
08/24/2021,Race_eth_NHBlack,13897829,9.8,6.8,11924462,33.7,28.9,9.4,6.8
08/24/2021,Ages_40-49_yrs,29232387,14.3,14.3,24989871,71.7,61.3,14.3,14.3
08/24/2021,Race_eth_NHMult_Oth,7890300,5.6,3.9,6743678,99.9,91.9,5.3,3.9
08/24/2021,Sex_Male,95769818,47.4,46.9,81828314,58.6,50.1,47.2,46.8
08/24/2021,Ages_12-17_yrs,13022545,6.4,6.4,9842211,51.5,38.9,5.6,5.6
08/24/2021,Race_eth_NHNHOPI,402769,0.3,0.2,348502,43.4,37.5,0.3,0.2
08/24/2021,Ages_75+_yrs,20350129,10,10,18214398,88.8,79.5,10.4,10.4
08/24/2021,Ages_16-17_yrs,4794395,2.3,2.3,3817331,57.1,45.5,2.2,2.2
08/24/2021,Age_unknown,21709,0,0,5136,,,0,0
08/24/2021,Race_eth_NHAIAN,1266474,0.9,0.6,1071140,52,44,0.8,0.6
08/24/2021,Sex_Female,106469143,52.6,52.2,91473176,63.2,54.3,52.8,52.4
08/24/2021,Ages_<12yrs,210040,0.1,0.1,130125,0.4,0.3,0.1,0.1
08/24/2021,Age_known,204132560,99.9,99.9,174700709,,,99.9,99.9
08/24/2021,US,204154269,,99.9,174705845,61.5,52.6,,99.9
08/24/2021,Sex_known,202238961,99.9,99.1,173301490,,,99.9,99.2
08/24/2021,Race_eth_unknown,62860354,44.5,30.8,48108021,,,38,27.5
08/23/2021,Ages_65-74_yrs,29890625,14.7,14.7,26706479,93.7,83.8,15.3,15.3
08/23/2021,Age_unknown,21688,0,0,5132,,,0,0
08/23/2021,Ages_18-24_yrs,17890186,8.8,8.8,14518720,58.5,47.5,8.3,8.3
08/23/2021,Race_eth_Hispanic,26380084,18.7,13,22467138,41.4,35.2,17.8,12.9
08/23/2021,Ages_12-15_yrs,8182877,4,4,5967865,48.4,35.3,3.4,3.4
08/23/2021,Ages_25-39_yrs,42388084,20.8,20.8,35357114,62,51.7,20.3,20.3
08/23/2021,Ages_75+_yrs,20334361,10,10,18202474,88.8,79.5,10.4,10.4
08/23/2021,US,203691604,,99.9,174296704,61.4,52.5,,99.9
08/23/2021,Sex_unknown,1912523,0.9,0.9,1402592,,,0.8,0.8
08/23/2021,Race_eth_known,140947202,99.9,69.2,126267664,,,99.9,72.4
08/23/2021,Ages_50-64_yrs,50836947,25,25,44684578,79.9,70.2,25.6,25.6
08/23/2021,Race_eth_unknown,62744397,44.5,30.8,48029035,,,38,27.6
08/23/2021,Race_eth_NHBlack,13846836,9.8,6.8,11872422,33.6,28.8,9.4,6.8
08/23/2021,Sex_known,201779081,99.9,99.1,172894112,,,99.9,99.2
08/23/2021,Ages_<5yrs,6947,0,0,2506,0,0,0,0
08/23/2021,Ages_12-17_yrs,12958154,6.4,6.4,9763642,51.2,38.6,5.6,5.6
08/23/2021,Race_eth_NHAsian,8564688,6.1,4.2,8149918,45.1,42.9,6.5,4.7
08/23/2021,Age_known,203669916,99.9,99.9,174291572,,,99.9,99.9
08/23/2021,Ages_16-17_yrs,4775277,2.3,2.3,3795777,56.9,45.2,2.2,2.2
08/23/2021,Ages_<12yrs,209942,0.1,0.1,130083,0.4,0.3,0.1,0.1
08/23/2021,Sex_Female,106237502,52.7,52.2,91268537,63,54.2,52.8,52.4
08/23/2021,Ages_40-49_yrs,29161617,14.3,14.3,24928482,71.5,61.1,14.3,14.3
08/23/2021,Race_eth_NHWhite,82620745,58.6,40.6,75640011,41.9,38.3,59.9,43.4
08/23/2021,Sex_Male,95541579,47.3,46.9,81625575,58.4,49.9,47.2,46.8
08/23/2021,Race_eth_NHNHOPI,401492,0.3,0.2,347391,43.2,37.4,0.3,0.2
08/23/2021,Race_eth_NHMult_Oth,7870802,5.6,3.9,6722765,99.9,91.6,5.3,3.9
08/23/2021,Race_eth_NHAIAN,1262555,0.9,0.6,1068019,51.8,43.9,0.8,0.6
08/23/2021,Ages_5-11_yrs,199171,0.1,0.1,126526,0.7,0.4,0.1,0.1
08/22/2021,Race_eth_NHNHOPI,400178,0.3,0.2,346106,43.1,37.3,0.3,0.2
08/22/2021,Ages_16-17_yrs,4757403,2.3,2.3,3775080,56.7,45,2.2,2.2
08/22/2021,Race_eth_NHWhite,82463772,58.6,40.6,75491030,41.8,38.3,59.9,43.4
08/22/2021,Race_eth_Hispanic,26289786,18.7,12.9,22380893,41.2,35.1,17.8,12.9
08/22/2021,Ages_<5yrs,6942,0,0,2504,0,0,0,0
08/22/2021,Ages_25-39_yrs,42257188,20.8,20.8,35254419,61.8,51.6,20.3,20.3
08/22/2021,Ages_<12yrs,209850,0.1,0.1,130050,0.4,0.3,0.1,0.1
08/22/2021,Race_eth_NHBlack,13801318,9.8,6.8,11824718,33.5,28.7,9.4,6.8
08/22/2021,Age_unknown,21661,0,0,5126,,,0,0
08/22/2021,Sex_known,201338557,99.9,99.1,172495240,,,99.9,99.2
08/22/2021,Race_eth_known,140618314,99.9,69.2,125945583,,,99.9,72.4
08/22/2021,Race_eth_NHMult_Oth,7850619,5.6,3.9,6700636,99.9,91.3,5.3,3.9
08/22/2021,Ages_75+_yrs,20320405,10,10,18191224,88.7,79.4,10.5,10.5
08/22/2021,Ages_5-11_yrs,199090,0.1,0.1,126496,0.7,0.4,0.1,0.1
08/22/2021,Sex_unknown,1910297,0.9,0.9,1401146,,,0.8,0.8
08/22/2021,Sex_Male,95321142,47.3,46.9,81424989,58.3,49.8,47.2,46.8
08/22/2021,Race_eth_NHAsian,8553521,6.1,4.2,8137213,45,42.8,6.5,4.7
08/22/2021,Ages_50-64_yrs,50758284,25,25,44607963,79.7,70.1,25.7,25.7
08/22/2021,Age_known,203227193,99.9,99.9,173891260,,,99.9,99.9
08/22/2021,US,203248854,,99.9,173896386,61.2,52.4,,99.9
08/22/2021,Ages_65-74_yrs,29864430,14.7,14.7,26682968,93.7,83.7,15.3,15.3
08/22/2021,Ages_40-49_yrs,29092801,14.3,14.3,24866749,71.3,61,14.3,14.3
08/22/2021,Race_eth_NHAIAN,1259120,0.9,0.6,1064987,51.7,43.7,0.8,0.6
08/22/2021,Ages_12-17_yrs,12896228,6.3,6.3,9688126,51,38.3,5.6,5.6
08/22/2021,Ages_12-15_yrs,8138825,4,4,5913046,48.1,35,3.4,3.4
08/22/2021,Sex_Female,106017415,52.7,52.2,91070251,62.9,54,52.8,52.4
08/22/2021,Race_eth_unknown,62630535,44.5,30.8,47950798,,,38.1,27.6
08/22/2021,Ages_18-24_yrs,17828007,8.8,8.8,14469761,58.3,47.3,8.3,8.3
08/21/2021,Sex_unknown,1909750,0.9,0.9,1400852,,,0.8,0.8
08/21/2021,Ages_18-24_yrs,17801879,8.8,8.8,14447042,58.2,47.2,8.3,8.3
08/21/2021,Ages_25-39_yrs,42203703,20.8,20.8,35207381,61.7,51.5,20.3,20.3
08/21/2021,Ages_75+_yrs,20316458,10,10,18188418,88.7,79.4,10.5,10.5
08/21/2021,Sex_Female,105930047,52.7,52.2,90985317,62.8,54,52.8,52.4
08/21/2021,Race_eth_unknown,62582633,44.5,30.8,47916472,,,38.1,27.6
08/21/2021,Ages_40-49_yrs,29064339,14.3,14.3,24838439,71.3,60.9,14.3,14.3
08/21/2021,Race_eth_NHWhite,82404547,58.7,40.6,75429264,41.8,38.2,60,43.4
08/21/2021,US,203065234,,99.9,173719083,61.2,52.3,,99.9
08/21/2021,Race_eth_NHNHOPI,399740,0.3,0.2,345736,43,37.2,0.3,0.2
08/21/2021,Ages_12-17_yrs,12861422,6.3,6.3,9649601,50.8,38.1,5.6,5.6
08/21/2021,Race_eth_NHMult_Oth,7842920,5.6,3.9,6691515,99.9,91.1,5.3,3.9
08/21/2021,Sex_Male,95225437,47.3,46.9,81332914,58.3,49.8,47.2,46.8
08/21/2021,Ages_<12yrs,209822,0.1,0.1,130030,0.4,0.3,0.1,0.1
08/21/2021,Ages_<5yrs,6940,0,0,2503,0,0,0,0
08/21/2021,Race_eth_NHAsian,8548278,6.1,4.2,8130952,45,42.8,6.5,4.7
08/21/2021,Ages_16-17_yrs,4747232,2.3,2.3,3764087,56.6,44.9,2.2,2.2
08/21/2021,Race_eth_NHBlack,13783316,9.8,6.8,11803671,33.4,28.6,9.4,6.8
08/21/2021,Ages_65-74_yrs,29856847,14.7,14.7,26676271,93.6,83.7,15.4,15.4
08/21/2021,Ages_5-11_yrs,199065,0.1,0.1,126477,0.7,0.4,0.1,0.1
08/21/2021,Race_eth_NHAIAN,1258508,0.9,0.6,1064408,51.7,43.7,0.8,0.6
08/21/2021,Race_eth_known,140482596,99.9,69.2,125802606,,,99.9,72.4
08/21/2021,Sex_known,201155484,99.9,99.1,172318231,,,99.9,99.2
08/21/2021,Age_unknown,21658,0,0,5126,,,0,0
08/21/2021,Age_known,203043576,99.9,99.9,173713957,,,99.9,99.9
08/21/2021,Ages_12-15_yrs,8114190,4,4,5885514,48,34.8,3.4,3.4
08/21/2021,Race_eth_Hispanic,26245287,18.7,12.9,22337060,41.2,35,17.8,12.9
08/21/2021,Ages_50-64_yrs,50729106,25,25,44576775,79.7,70,25.7,25.7
08/20/2021,Age_known,202722094,99.9,99.9,173420459,,,99.9,99.9
08/20/2021,Ages_40-49_yrs,29015733,14.3,14.3,24792538,71.1,60.8,14.3,14.3
08/20/2021,Ages_65-74_yrs,29842643,14.7,14.7,26663541,93.6,83.6,15.4,15.4
08/20/2021,Race_eth_NHAIAN,1257366,0.9,0.6,1063385,51.6,43.7,0.8,0.6
08/20/2021,Ages_<5yrs,6932,0,0,2501,0,0,0,0
08/20/2021,Race_eth_Hispanic,26165329,18.7,12.9,22263163,41,34.9,17.7,12.8
08/20/2021,Ages_18-24_yrs,17761399,8.8,8.8,14413707,58.1,47.1,8.3,8.3
08/20/2021,Sex_Female,105772832,52.7,52.2,90841807,62.8,53.9,52.8,52.4
08/20/2021,Ages_12-15_yrs,8061918,4,4,5834835,47.7,34.5,3.4,3.4
08/20/2021,Race_eth_unknown,62500790,44.6,30.8,47860241,,,38.1,27.6
08/20/2021,Ages_5-11_yrs,198993,0.1,0.1,126433,0.7,0.4,0.1,0.1
08/20/2021,Ages_75+_yrs,20309124,10,10,18182880,88.7,79.4,10.5,10.5
08/20/2021,Ages_12-17_yrs,12790462,6.3,6.3,9580010,50.5,37.9,5.5,5.5
08/20/2021,Sex_Male,95062323,47.3,46.9,81183577,58.2,49.7,47.2,46.8
08/20/2021,Ages_25-39_yrs,42117226,20.8,20.8,35135886,61.6,51.4,20.3,20.3
08/20/2021,Race_eth_NHBlack,13749894,9.8,6.8,11768514,33.4,28.6,9.4,6.8
08/20/2021,Ages_16-17_yrs,4728544,2.3,2.3,3745175,56.4,44.6,2.2,2.2
08/20/2021,US,202743742,,99.9,173425583,61.1,52.2,,99.9
08/20/2021,Race_eth_NHAsian,8539193,6.1,4.2,8120982,45,42.8,6.5,4.7
08/20/2021,Race_eth_NHMult_Oth,7828760,5.6,3.9,6675434,99.9,90.9,5.3,3.8
08/20/2021,Sex_unknown,1908587,1,0.9,1400199,,,0.8,0.8
08/20/2021,Race_eth_NHWhite,82303519,58.7,40.6,75328821,41.7,38.2,60,43.4
08/20/2021,Race_eth_NHNHOPI,398886,0.3,0.2,345038,43,37.2,0.3,0.2
08/20/2021,Ages_50-64_yrs,50675770,25,25,44521914,79.6,69.9,25.7,25.7
08/20/2021,Ages_<12yrs,209737,0.1,0.1,129983,0.4,0.3,0.1,0.1
08/20/2021,Race_eth_known,140242947,99.9,69.2,125565337,,,99.9,72.4
08/20/2021,Age_unknown,21648,0,0,5124,,,0,0
08/20/2021,Sex_known,200835155,99.9,99.1,172025384,,,99.9,99.2
08/19/2021,Race_eth_NHBlack,13694981,9.8,6.8,11714598,33.2,28.4,9.4,6.8
08/19/2021,Ages_65-74_yrs,29813337,14.7,14.7,26637642,93.5,83.5,15.4,15.4
08/19/2021,US,202204855,,99.9,172952726,60.9,52.1,,99.9
08/19/2021,Ages_50-64_yrs,50579667,25,25,44428724,79.5,69.8,25.7,25.7
08/19/2021,Sex_unknown,1904968,1,0.9,1397981,,,0.8,0.8
08/19/2021,Ages_12-15_yrs,7992637,4,4,5762922,47.3,34.1,3.3,3.3
08/19/2021,Ages_75+_yrs,20293128,10,10,18170341,88.6,79.3,10.5,10.5
08/19/2021,Ages_18-24_yrs,17692667,8.8,8.7,14360526,57.8,47,8.3,8.3
08/19/2021,Sex_Female,105494212,52.7,52.2,90598865,62.6,53.8,52.8,52.4
08/19/2021,Race_eth_Hispanic,26052758,18.6,12.9,22163385,40.9,34.8,17.7,12.8
08/19/2021,Ages_25-39_yrs,41965940,20.8,20.8,35018861,61.4,51.2,20.2,20.2
08/19/2021,Age_known,202183239,99.9,99.9,172947607,,,99.9,99.9
08/19/2021,Ages_12-17_yrs,12697054,6.3,6.3,9483272,50.2,37.5,5.5,5.5
08/19/2021,Race_eth_NHNHOPI,397368,0.3,0.2,343647,42.8,37,0.3,0.2
